allele,marker,frequency,population
39,D21S11,0,Asian
39,D22S1045,0,Asian
39,D2S1338,0,Asian
39,D2S441,0,Asian
39,D3S1358,0,Asian
39,D5S818,0,Asian
39,D6S1043,0,Asian
39,D7S820,0,Asian
39,D8S1179,0,Asian
39,F13A01,0,Asian
39,F13B,0,Asian
39,FESFPS,0,Asian
39,FGA,0,Asian
39,LPL,0,Asian
39,Penta_C,0,Asian
39,Penta_D,0,Asian
39,Penta_E,0,Asian
39,SE33,0,Asian
39,TH01,0,Asian
39,TPOX,0,Asian
39,vWA,0,Asian
43.2,CSF1PO,0,Asian
43.2,D10S1248,0,Asian
43.2,D12S391,0,Asian
43.2,D13S317,0,Asian
43.2,D16S539,0,Asian
43.2,D18S51,0,Asian
43.2,D19S433,0,Asian
43.2,D1S1656,0,Asian
43.2,D21S11,0,Asian
43.2,D22S1045,0,Asian
43.2,D2S1338,0,Asian
43.2,D2S441,0,Asian
43.2,D3S1358,0,Asian
43.2,D5S818,0,Asian
43.2,D6S1043,0,Asian
43.2,D7S820,0,Asian
43.2,D8S1179,0,Asian
43.2,F13A01,0,Asian
43.2,F13B,0,Asian
43.2,FESFPS,0,Asian
43.2,FGA,0.00515463917525773,Asian
43.2,LPL,0,Asian
43.2,Penta_C,0,Asian
43.2,Penta_D,0,Asian
43.2,Penta_E,0,Asian
43.2,SE33,0,Asian
43.2,TH01,0,Asian
43.2,TPOX,0,Asian
43.2,vWA,0,Asian
