ID1	POP1	ID2	POP2	IBD_CM_SUM
HG00315	FIN	HG00321	FIN	19.23001
HG00881	CDX	HG01028	CDX	5.358894
HG01805	CDX	HG02356	CDX	6.402857
HG00275	FIN	HG00332	FIN	5.831528
HG03121	ESN	HG03370	ESN	8.708199
HG03741	STU	HG03900	STU	6.188278
HG03727	ITU	HG03863	ITU	13.36577
NA20851	GIH	NA21089	GIH	10.39719
HG01049	PUR	HG01247	PUR	14.44233
HG01054	PUR	HG01183	PUR	25.2206
HG00739	PUR	HG01177	PUR	6.739159
NA20888	GIH	NA21135	GIH	12.7294
HG00651	CHS	HG00662	CHS	87.96717
HG02783	PJL	HG03016	PJL	27.73902
HG01121	CLM	HG01432	CLM	11.7219
NA20871	GIH	NA21089	GIH	7.130745
HG00280	FIN	HG00315	FIN	5.03389
HG00127	GBR	HG00148	GBR	73.14313
HG00280	FIN	HG00285	FIN	23.22794
HG03686	STU	HG03949	STU	16.32795
HG01104	PUR	HG01389	CLM	5.985138
HG00742	PUR	HG01049	PUR	18.04086
HG02968	ESN	HG03135	ESN	9.110085
HG01365	CLM	HG01437	CLM	7.290047
HG00742	PUR	HG01164	PUR	18.84118
HG03105	ESN	HG03126	ESN	5.750385
HG01104	PUR	HG01447	CLM	5.985138
NA20526	TSI	NA20529	TSI	7.535561
NA21091	GIH	NA21116	GIH	6.026245
HG02087	KHV	HG02116	KHV	6.412735
HG00178	FIN	HG00180	FIN	6.006592
HG00742	PUR	HG01067	PUR	39.09909
HG03105	ESN	HG03172	ESN	7.73032
HG01095	PUR	HG01104	PUR	17.61233
HG00742	PUR	HG01556	CLM	6.856888
HG02186	CDX	HG02382	CDX	5.0634
HG00280	FIN	HG00328	FIN	11.98807
NA20869	GIH	NA21086	GIH	5.767529
HG03136	ESN	HG03499	ESN	8.576477
NA19434	LWK	NA19440	LWK	5.355211
HG03136	ESN	HG03521	ESN	20.63126
HG00178	FIN	HG00367	FIN	13.37787
HG00280	FIN	HG00344	FIN	6.130112
HG01085	PUR	HG01402	PUR	16.57616
NA20851	GIH	NA21113	GIH	10.61367
HG03754	STU	HG04038	STU	6.22464
HG01137	CLM	HG01362	CLM	6.443764
NA20869	GIH	NA21089	GIH	5.077988
HG02079	KHV	HG02141	KHV	9.013886
NA19434	LWK	NA19449	LWK	19.6267
NA19434	LWK	NA19474	LWK	6.49305
HG00280	FIN	HG00331	FIN	15.58566
HG01104	PUR	HG01444	CLM	5.94944
HG01085	PUR	HG01412	PUR	19.26767
NA19313	LWK	NA19360	LWK	30.73256
HG03752	STU	HG03897	STU	16.03031
HG01089	PUR	HG01402	PUR	28.61279
NA20871	GIH	NA21094	GIH	12.54185
NA20869	GIH	NA20896	GIH	18.25246
HG02724	PJL	HG02792	PJL	49.45548
HG01200	PUR	HG01414	PUR	40.97056
HG01140	CLM	HG01351	CLM	44.01419
HG00181	FIN	HG00323	FIN	5.782394
HG03108	ESN	HG03166	ESN	17.68538
HG00101	GBR	HG00107	GBR	6.038124
HG00178	FIN	HG00183	FIN	6.946892
HG02477	ACB	HG02545	ACB	6.152115
HG01438	CLM	HG01459	CLM	17.89774
HG00308	FIN	HG00353	FIN	9.678474
HG03711	STU	HG03999	STU	9.506268
HG00180	FIN	HG00378	FIN	10.7015
HG02922	ESN	HG03367	ESN	44.45108
HG01140	CLM	HG01271	CLM	5.56884
HG01137	CLM	HG01271	CLM	11.28958
HG01095	PUR	HG01098	PUR	77.56209
HG02392	CDX	HG02398	CDX	5.116798
HG03291	ESN	NA19184	YRI	5.194229
HG03291	ESN	HG03515	ESN	11.81688
NA19319	LWK	NA19351	LWK	11.98517
HG03436	MSL	HG03563	MSL	15.5676
NA20875	GIH	NA21115	GIH	5.160156
HG01140	CLM	NA19648	MXL	6.46492
HG00178	FIN	HG00278	FIN	11.54311
HG01137	CLM	HG01350	CLM	51.2262
HG03754	STU	HG03886	STU	24.24285
HG01095	PUR	HG01302	PUR	22.50613
HG02477	ACB	HG02557	ACB	5.877796
HG01095	PUR	HG01161	PUR	15.15378
HG01089	PUR	HG01164	PUR	11.8074
HG00274	FIN	HG00284	FIN	11.25708
HG01357	CLM	HG01479	CLM	16.71593
HG03105	ESN	HG03162	ESN	6.344402
HG00178	FIN	HG00381	FIN	11.13705
HG00178	FIN	HG00369	FIN	17.76569
HG01089	PUR	HG01241	PUR	9.843269
NA20585	TSI	NA20832	TSI	5.309708
HG01095	PUR	HG01413	PUR	66.54904
HG01089	PUR	HG01190	PUR	23.60614
HG01357	CLM	HG01431	CLM	27.22432
HG00180	FIN	HG00285	FIN	15.40038
HG03754	STU	HG03846	STU	5.789757
NA20588	TSI	NA20770	TSI	18.22036
HG01843	KHV	HG02050	KHV	5.243845
HG00178	FIN	HG00272	FIN	19.78781
HG00308	FIN	HG00378	FIN	5.939484
HG00101	GBR	HG00109	GBR	23.52793
HG00743	PUR	HG01108	PUR	37.31805
NA20521	TSI	NA20792	TSI	13.44336
HG03711	STU	HG03989	STU	5.790028
HG03436	MSL	HG03452	MSL	18.39555
NA19401	LWK	NA19440	LWK	5.194763
HG03108	ESN	HG03133	ESN	9.640533
HG00743	PUR	HG01188	PUR	19.11584
HG01052	PUR	HG01312	PUR	20.05922
NA20505	TSI	NA20752	TSI	8.567402
NA19438	LWK	NA19443	LWK	30.97144
HG02150	PEL	NA19657	MXL	6.153557
NA19334	LWK	NA19434	LWK	5.615067
HG02610	GWD	HG02645	GWD	34.39244
HG01052	PUR	HG01101	PUR	52.9919
HG03653	PJL	NA21102	GIH	5.463715
NA19319	LWK	NA19462	LWK	11.85199
HG03711	STU	HG03851	STU	19.65449
HG00118	GBR	HG00124	GBR	8.715569
NA19346	LWK	NA19456	LWK	5.729228
NA19334	LWK	NA19471	LWK	27.93826
HG01893	PEL	HG01947	PEL	5.044632
HG00232	GBR	HG00239	GBR	6.474705
HG02970	ESN	HG03105	ESN	5.450157
NA20521	TSI	NA20529	TSI	7.534256
HG00743	PUR	HG01286	PUR	12.45415
HG03271	ESN	HG03354	ESN	19.16012
HG01052	PUR	HG01088	PUR	27.38734
NA19346	LWK	NA19463	LWK	9.007133
HG00743	PUR	HG01104	PUR	13.12079
HG00308	FIN	HG00351	FIN	5.897339
NA20521	TSI	NA20526	TSI	18.36754
NA20861	GIH	NA21091	GIH	5.238426
HG03108	ESN	HG03304	ESN	10.97926
HG00181	FIN	HG00362	FIN	5.363462
NA18999	JPT	NA19072	JPT	5.03989
HG02922	ESN	HG03303	ESN	8.248825
HG02724	PJL	HG02780	PJL	5.866558
HG01089	PUR	HG01098	PUR	39.19772
NA21102	GIH	NA21119	GIH	29.32954
HG00180	FIN	HG00183	FIN	17.62268
HG03271	ESN	HG03343	ESN	15.11816
HG03108	ESN	HG03300	ESN	15.50179
NA20861	GIH	NA20868	GIH	5.087387
HG00327	FIN	HG00349	FIN	35.29705
NA20544	TSI	NA20783	TSI	5.915909
NA20541	TSI	NA20768	TSI	6.477901
HG01052	PUR	HG01082	PUR	24.9644
HG01052	PUR	HG01191	PUR	37.37629
HG01052	PUR	HG01198	PUR	21.65445
NA19319	LWK	NA19449	LWK	12.39341
HG02970	ESN	HG03268	ESN	9.883469
HG02373	CDX	HG02377	CDX	36.9399
HG03391	MSL	HG03451	MSL	6.111252
HG02974	ESN	HG03514	ESN	5.462135
HG03756	STU	HG03873	ITU	5.998955
HG00096	GBR	HG00111	GBR	12.44603
HG03376	MSL	HG03476	MSL	10.50542
HG01432	CLM	HG01459	CLM	7.33687
HG01924	PEL	HG01973	PEL	9.342972
HG00243	GBR	HG01204	PUR	5.345345
HG01079	PUR	HG01182	PUR	16.34066
HG00243	GBR	HG00262	GBR	6.002838
HG01079	PUR	HG01161	PUR	30.77169
HG01513	IBS	HG01893	PEL	7.385933
HG03713	ITU	HG04060	ITU	5.729752
HG02353	CDX	HG02392	CDX	5.972527
HG03081	MSL	HG03571	MSL	8.925903
HG01075	PUR	HG01167	PUR	18.09605
HG01182	PUR	HG01188	PUR	44.78948
HG02628	GWD	HG02890	GWD	6.529053
NA19334	LWK	NA19399	LWK	13.18018
HG01956	ACB	HG02255	ACB	5.354721
HG03081	MSL	HG03096	MSL	9.354424
HG01182	PUR	HG01241	PUR	7.99366
HG01052	PUR	HG01168	PUR	5.167036
HG03756	STU	HG03854	STU	10.12257
NA19334	LWK	NA19360	LWK	82.34376
HG03784	ITU	HG04096	ITU	14.31011
HG00235	GBR	HG00239	GBR	18.2577
HG03838	STU	HG03948	STU	5.069477
HG01161	PUR	HG01200	PUR	44.18232
HG01956	ACB	HG02051	ACB	19.32555
HG00310	FIN	HG00371	FIN	8.545517
HG01302	PUR	HG01412	PUR	60.15669
HG01432	CLM	HG01497	CLM	9.274935
HG03391	MSL	HG03469	MSL	14.65921
HG00310	FIN	HG00365	FIN	10.97525
HG02970	ESN	HG03367	ESN	22.90052
HG03081	MSL	HG03547	MSL	10.30838
HG01893	PEL	HG02003	PEL	6.769501
HG03753	STU	HG03756	STU	11.20497
HG03756	STU	HG03949	STU	16.12956
HG00327	FIN	HG00361	FIN	19.50484
HG02541	ACB	HG02558	ACB	6.128387
HG02970	ESN	HG02981	ESN	5.271011
HG01161	PUR	HG01396	PUR	13.324
HG03756	STU	HG04107	STU	6.001404
HG02974	ESN	HG03103	ESN	5.21582
HG03376	MSL	HG03577	MSL	5.414291
HG03209	MSL	HG03397	MSL	8.338989
HG00737	PUR	HG01242	PUR	17.03503
HG01254	CLM	HG01556	CLM	16.8166
NA20892	GIH	NA21094	GIH	11.13695
HG00331	FIN	HG00365	FIN	14.8282
NA20895	GIH	NA21100	GIH	6.369179
HG00737	PUR	HG01392	PUR	34.38287
HG01254	CLM	HG01479	CLM	16.00705
HG01986	ACB	NA12340	CEU	5.8321
HG00268	FIN	HG00383	FIN	6.086922
HG01432	CLM	HG01498	CLM	17.55199
HG01456	CLM	HG01551	CLM	19.50443
NA18963	JPT	NA18991	JPT	5.707142
NA12383	CEU	NA12890	CEU	78.45525
HG02461	GWD	HG02679	GWD	6.255585
HG01325	PUR	HG01396	PUR	24.63381
NA18963	JPT	NA19056	JPT	7.85247
HG03209	MSL	HG03470	MSL	7.052872
NA20853	GIH	NA21129	GIH	7.298569
HG03209	MSL	HG03461	MSL	11.20974
HG01456	CLM	HG01479	CLM	44.11058
HG00978	CDX	HG02387	CDX	5.752468
HG02151	CDX	HG02153	CDX	53.15356
HG00737	PUR	HG01067	PUR	27.55577
HG00737	PUR	HG01200	PUR	6.469559
HG00233	GBR	HG00245	GBR	6.329979
HG00331	FIN	HG00343	FIN	6.121346
HG02373	CDX	HG02409	CDX	6.739044
HG00978	CDX	HG02388	CDX	11.10495
HG01079	PUR	HG01392	PUR	8.532898
HG00737	PUR	HG01052	PUR	43.97925
HG01161	PUR	HG01188	PUR	20.98985
HG01079	PUR	HG01176	PUR	19.12156
NA21142	GIH	NA21143	GIH	41.38246
HG02974	ESN	HG03162	ESN	5.459465
HG01079	PUR	HG01308	PUR	15.08519
HG00737	PUR	HG01049	PUR	25.09434
HG01254	CLM	NA19741	MXL	5.219749
HG00233	GBR	HG00265	GBR	5.138485
HG01565	PEL	HG02002	PEL	5.170748
HG01079	PUR	HG01187	PUR	25.30049
HG00978	CDX	HG02185	CDX	5.740225
HG00737	PUR	HG01075	PUR	7.472794
HG02064	KHV	HG02133	KHV	9.149387
HG02185	CDX	HG02388	CDX	5.310117
HG02971	ESN	HG03115	ESN	5.029182
HG00737	PUR	HG01312	PUR	6.633354
HG00737	PUR	HG01190	PUR	21.86279
HG00337	FIN	HG00360	FIN	6.279709
HG02471	ACB	HG02545	ACB	5.744492
HG02151	CDX	HG02380	CDX	97.3692
HG00236	GBR	HG00238	GBR	7.634132
HG00266	FIN	HG00306	FIN	6.522137
NA20881	GIH	NA20882	GIH	15.21101
HG00740	PUR	HG01177	PUR	41.58255
NA20884	GIH	NA21135	GIH	11.00725
HG00867	CDX	HG02379	CDX	5.991417
HG01447	CLM	HG01489	CLM	21.60835
NA19648	MXL	NA19776	MXL	5.972527
NA20884	GIH	NA21113	GIH	18.22354
HG00266	FIN	HG00271	FIN	6.521091
NA21099	GIH	NA21124	GIH	23.18964
HG01455	CLM	HG01498	CLM	25.69854
HG03388	MSL	HG03460	MSL	5.933197
HG02166	CDX	HG02395	CDX	7.324021
NA20884	GIH	NA21100	GIH	6.345604
NA20884	GIH	NA21117	GIH	12.30375
HG00356	FIN	HG00375	FIN	30.27792
HG03054	MSL	HG03547	MSL	5.307235
HG00278	FIN	HG00320	FIN	11.34966
HG00266	FIN	HG00338	FIN	14.08025
HG00740	PUR	HG01167	PUR	42.04827
NA20853	GIH	NA21094	GIH	6.070496
HG03895	STU	HG03896	STU	5.879715
HG03895	STU	HG03953	STU	31.17344
HG02166	CDX	HG02179	CDX	5.793411
HG00266	FIN	HG00378	FIN	10.48843
HG03166	ESN	HG03271	ESN	7.654083
HG01447	CLM	HG01464	CLM	22.74004
HG01455	CLM	HG01464	CLM	5.100677
HG03363	ESN	HG03367	ESN	5.841667
HG03054	MSL	HG03066	MSL	13.30254
NA18963	JPT	NA18969	JPT	5.039154
HG00740	PUR	HG01061	PUR	32.08786
NA20853	GIH	NA21101	GIH	11.33221
HG00740	PUR	HG01190	PUR	54.75333
NA18995	JPT	NA19011	JPT	5.021118
HG00266	FIN	HG00346	FIN	13.45017
HG03054	MSL	HG03209	MSL	6.379478
HG03680	STU	HG03691	STU	31.80218
HG03738	STU	HG03754	STU	24.08454
HG00266	FIN	NA12045	CEU	6.937012
HG00740	PUR	HG01063	PUR	19.64129
HG01312	PUR	HG01325	PUR	34.28329
HG01812	CDX	HG02181	CDX	6.293777
HG01455	CLM	HG01479	CLM	11.86897
HG03738	STU	HG03750	STU	31.63729
HG00137	GBR	HG01791	GBR	7.424576
HG00740	PUR	HG01162	PUR	18.28995
HG01254	CLM	HG01272	CLM	18.20164
HG03055	MSL	HG03085	MSL	13.2474
HG00699	CHS	HG00707	CHS	5.876884
NA20884	GIH	NA20888	GIH	5.133636
HG01455	CLM	HG01485	CLM	11.20763
HG03680	STU	HG03854	STU	6.94825
NA20884	GIH	NA21109	GIH	5.675957
HG03054	MSL	HG03575	MSL	5.034235
HG01312	PUR	HG01393	PUR	49.58175
HG01028	CDX	HG02180	CDX	16.03033
NA20853	GIH	NA21107	GIH	5.820839
HG03054	MSL	HG03565	MSL	19.7484
HG00244	GBR	HG00259	GBR	29.31105
HG00182	FIN	HG00271	FIN	16.73272
HG01170	PUR	HG01326	PUR	11.33258
HG00284	FIN	HG00335	FIN	13.66751
HG01061	PUR	HG01108	PUR	7.135773
HG02318	ACB	HG02445	ACB	7.960965
HG03202	ESN	HG03311	ESN	13.56752
HG01259	CLM	HG01375	CLM	14.29272
NA19027	LWK	NA19316	LWK	21.24931
HG03057	MSL	HG03069	MSL	25.18765
HG03057	MSL	HG03464	MSL	17.54352
HG01251	CLM	HG01362	CLM	5.599297
HG01251	CLM	HG01269	CLM	51.16663
HG00733	PUR	HG01456	CLM	5.492577
HG00867	CDX	HG02356	CDX	11.00957
HG00182	FIN	HG00281	FIN	16.36934
HG01061	PUR	HG01173	PUR	40.52757
HG01176	PUR	HG01402	PUR	68.42412
HG03103	ESN	HG03301	ESN	7.291844
NA21093	GIH	NA21106	GIH	23.99459
HG03066	MSL	HG03469	MSL	7.835457
HG03718	ITU	HG03870	ITU	6.441147
NA20805	TSI	NA20822	TSI	5.854904
NA19435	LWK	NA19437	LWK	5.940419
HG00182	FIN	HG00343	FIN	10.70737
NA19027	LWK	NA19454	LWK	17.71499
HG00284	FIN	HG00304	FIN	10.90886
HG03057	MSL	HG03484	MSL	10.08122
HG00100	GBR	HG00109	GBR	33.86897
HG01061	PUR	HG01303	PUR	26.60571
HG01061	PUR	HG01164	PUR	68.35537
HG00236	GBR	HG00255	GBR	6.991804
HG01812	CDX	HG02155	CDX	5.060364
HG00867	CDX	HG00982	CDX	11.59448
HG03057	MSL	HG03547	MSL	14.44371
NA21087	GIH	NA21130	GIH	5.113907
NA21099	GIH	NA21137	GIH	5.34404
HG00182	FIN	HG00372	FIN	11.86
HG00867	CDX	HG02384	CDX	12.2414
HG01474	CLM	HG01498	CLM	47.55077
HG00266	FIN	HG00366	FIN	18.51717
NA21099	GIH	NA21122	GIH	11.5668
HG02623	GWD	HG02642	GWD	5.607166
HG01190	PUR	HG01308	PUR	43.25674
HG03054	MSL	HG03419	MSL	5.606773
HG03040	GWD	HG03258	GWD	13.08609
HG00740	PUR	HG01098	PUR	16.69149
HG03057	MSL	NA19908	ASW	5.481194
HG00284	FIN	HG00311	FIN	12.44081
HG00266	FIN	HG00361	FIN	12.34107
HG02570	GWD	HG02679	GWD	6.546478
HG03388	MSL	HG03583	MSL	7.298931
HG00281	FIN	HG00329	FIN	6.570663
HG01259	CLM	HG01374	CLM	14.92935
HG03202	ESN	HG03270	ESN	10.02676
NA20868	GIH	NA21108	GIH	5.452965
HG00554	PUR	HG01054	PUR	19.7155
HG02462	GWD	NA20344	ASW	5.366547
HG02462	GWD	HG02585	GWD	5.965782
HG01350	CLM	HG01403	PUR	6.968597
HG02379	CDX	HG02409	CDX	5.559138
HG00554	PUR	HG01191	PUR	29.6974
NA19773	MXL	NA19774	MXL	13.48505
NA20868	GIH	NA21117	GIH	7.901592
HG01350	CLM	HG01377	CLM	77.97461
HG02402	CDX	HG02407	CDX	12.67059
HG01948	PEL	HG02312	PEL	5.615059
HG01136	CLM	HG01366	CLM	17.42688
HG01170	PUR	HG01323	PUR	39.69548
HG01383	CLM	HG01438	CLM	5.582796
HG01136	CLM	HG01459	CLM	44.50945
HG01383	CLM	HG01384	CLM	11.57283
HG01251	CLM	HG01271	CLM	29.66556
NA20868	GIH	NA21099	GIH	5.085934
HG03265	ESN	HG03511	ESN	32.76778
HG00112	GBR	HG00120	GBR	5.933578
HG01170	PUR	HG01405	PUR	29.13151
HG00182	FIN	HG00368	FIN	6.316788
HG00338	FIN	HG00360	FIN	11.18699
HG00182	FIN	HG00364	FIN	23.49422
HG01170	PUR	HG01392	PUR	52.54116
HG00182	FIN	HG00290	FIN	23.89743
HG01061	PUR	HG01286	PUR	25.47288
NA20769	TSI	NA20783	TSI	5.958282
NA19027	LWK	NA19372	LWK	12.09056
HG01251	CLM	HG01468	CLM	35.70768
NA21123	GIH	NA21128	GIH	9.540451
HG01105	PUR	HG01474	CLM	6.241608
HG01275	CLM	HG01277	CLM	17.52382
HG01251	CLM	HG01353	CLM	6.776016
NA19027	LWK	NA19328	LWK	15.68941
HG02379	CDX	HG02402	CDX	8.030594
HG00733	PUR	HG01048	PUR	56.2178
NA20868	GIH	NA21089	GIH	5.455627
HG01308	PUR	HG01396	PUR	16.32546
HG01105	PUR	HG01200	PUR	22.70573
HG02623	GWD	HG02624	GWD	14.32861
HG01061	PUR	HG01188	PUR	43.10997
HG01061	PUR	HG01204	PUR	13.85906
HG01170	PUR	HG01414	PUR	29.76458
HG00284	FIN	HG00368	FIN	6.51561
HG00099	GBR	HG00112	GBR	13.11222
HG01061	PUR	HG01405	PUR	21.93377
HG00267	FIN	HG00327	FIN	17.77131
HG01101	PUR	HG01200	PUR	21.31589
NA20765	TSI	NA20771	TSI	17.95004
HG01796	CDX	HG02374	CDX	6.099419
HG03679	STU	HG03900	STU	11.04646
HG02941	ESN	HG03280	ESN	5.672142
HG03890	STU	HG04107	STU	23.16659
HG03695	STU	HG03873	ITU	5.743324
NA18956	JPT	NA19056	JPT	6.604355
NA19679	MXL	NA19719	MXL	18.22308
HG02010	ACB	HG02497	ACB	6.050812
HG01485	CLM	HG01498	CLM	14.53644
HG01058	PUR	HG01241	PUR	5.001556
NA19679	MXL	NA19722	MXL	9.134552
HG01101	PUR	HG01164	PUR	12.72504
NA19657	MXL	NA19774	MXL	5.202492
HG03672	STU	HG03750	STU	33.72939
NA21129	GIH	NA21143	GIH	18.5392
HG01069	PUR	HG01286	PUR	19.29699
HG01069	PUR	HG01351	CLM	5.153336
HG00267	FIN	HG00373	FIN	14.42797
NA19457	LWK	NA19472	LWK	22.99073
HG00554	PUR	HG01247	PUR	32.4987
HG02462	GWD	HG02757	GWD	6.126945
HG01107	PUR	NA11994	CEU	5.30912
HG02010	ACB	HG02501	ACB	7.215434
HG01437	CLM	HG01768	IBS	5.640533
HG03695	STU	HG03848	STU	5.362877
HG01935	PEL	HG01977	PEL	10.30341
NA20294	ASW	NA20351	ASW	28.32395
HG01136	CLM	HG01374	CLM	65.49691
HG02941	ESN	HG03351	ESN	5.206085
HG02814	GWD	HG03246	GWD	11.8475
HG01437	CLM	HG01492	CLM	66.0632
NA20868	GIH	NA21125	GIH	17.4388
HG02941	ESN	HG03369	ESN	12.24794
HG01069	PUR	HG01108	PUR	9.449352
HG02756	GWD	HG02881	GWD	7.56395
HG03695	STU	HG03756	STU	7.896271
HG03679	STU	HG03753	STU	13.58826
HG01069	PUR	HG01167	PUR	24.05463
NA20868	GIH	NA21127	GIH	6.371452
HG01519	IBS	NA19652	MXL	6.060938
NA20868	GIH	NA21126	GIH	6.912926
HG03202	ESN	HG03313	ESN	55.18901
HG01350	CLM	HG01431	CLM	13.24036
HG02756	GWD	HG02879	GWD	6.429558
NA20868	GIH	NA21135	GIH	10.89787
HG01055	PUR	HG01164	PUR	15.39429
HG01094	PUR	HG01107	PUR	8.175964
HG01063	PUR	HG01606	IBS	5.324829
HG01063	PUR	HG01161	PUR	16.37374
NA20911	GIH	NA21113	GIH	12.01638
HG03114	ESN	HG03136	ESN	12.31917
HG01063	PUR	HG01089	PUR	39.53044
HG03160	ESN	HG03499	ESN	10.01638
NA19428	LWK	NA19473	LWK	8.427471
HG01796	CDX	HG02187	CDX	7.403717
HG01055	PUR	HG01302	PUR	25.53573
HG01063	PUR	HG01108	PUR	23.64052
HG00174	FIN	HG00383	FIN	6.327385
NA20522	TSI	NA20821	TSI	8.449413
HG00154	GBR	HG02215	GBR	6.41058
HG00276	FIN	HG00358	FIN	5.275242
HG01055	PUR	HG01198	PUR	60.97392
HG00145	GBR	NA19914	ASW	5.480869
NA20775	TSI	NA20828	TSI	8.351028
HG00276	FIN	HG00376	FIN	5.190426
HG00174	FIN	HG00345	FIN	11.42566
HG01094	PUR	HG01402	PUR	46.19298
HG01598	KHV	HG02040	KHV	14.33441
HG01063	PUR	HG01066	PUR	62.09104
HG01134	CLM	HG02461	GWD	7.039246
HG01063	PUR	HG01102	PUR	17.51216
HG00276	FIN	HG00361	FIN	5.973289
HG00154	GBR	NA12812	CEU	5.76268
HG01055	PUR	HG01413	PUR	53.27623
HG03100	ESN	HG03120	ESN	13.32218
HG00276	FIN	HG00353	FIN	10.65513
HG00174	FIN	HG00190	FIN	13.65796
HG00334	FIN	HG00371	FIN	5.547485
HG00343	FIN	HG00358	FIN	28.1466
HG01055	PUR	HG01485	CLM	5.451168
HG02588	GWD	HG03382	MSL	8.927422
HG00376	FIN	HG00380	FIN	5.045151
HG01055	PUR	HG01110	PUR	23.30713
HG00174	FIN	HG00368	FIN	12.47486
HG01063	PUR	HG01286	PUR	35.50562
NA19430	LWK	NA19455	LWK	5.695644
HG00276	FIN	HG00375	FIN	17.67487
HG01167	PUR	HG01396	PUR	23.40267
HG03114	ESN	HG03129	ESN	43.06078
HG02716	GWD	HG03027	GWD	5.000687
HG03858	STU	HG04038	STU	10.63286
HG03868	ITU	HG03871	ITU	24.05325
HG01058	PUR	HG01197	PUR	54.51843
NA20911	GIH	NA21122	GIH	26.43719
HG00264	GBR	HG00325	FIN	5.326599
HG02772	GWD	HG03024	GWD	20.04264
NA20542	TSI	NA20803	TSI	6.07209
NA19657	MXL	NA19658	MXL	7.651738
NA18956	JPT	NA18969	JPT	5.919235
HG01682	IBS	NA19682	MXL	5.83567
HG01796	CDX	HG02377	CDX	62.03576
HG02111	ACB	HG02489	ACB	26.15298
HG03672	STU	HG03846	STU	6.096649
HG00607	CHS	HG00622	CHS	5.844109
HG02852	GWD	NA20344	ASW	5.61866
HG00334	FIN	HG00380	FIN	5.68671
HG01796	CDX	HG02250	CDX	110.8825
HG03099	ESN	HG03311	ESN	20.50157
HG03461	MSL	HG03464	MSL	31.13608
NA18912	YRI	NA19189	YRI	9.461254
HG03672	STU	HG03886	STU	17.27983
HG01058	PUR	HG01066	PUR	34.36397
HG01796	CDX	HG01808	CDX	12.42832
NA20508	TSI	NA20541	TSI	7.597115
HG01063	PUR	HG01104	PUR	16.79924
HG00276	FIN	HG00308	FIN	12.1551
HG00403	CHS	HG00446	CHS	8.385498
HG01063	PUR	HG01198	PUR	14.24503
HG00174	FIN	HG00384	FIN	6.441422
HG00174	FIN	HG00346	FIN	18.98675
NA21133	GIH	NA21144	GIH	13.82663
HG01063	PUR	HG01396	PUR	16.88814
HG00155	GBR	HG01133	CLM	5.098129
HG01063	PUR	HG01303	PUR	45.82601
NA20911	GIH	NA21111	GIH	6.29166
HG01131	CLM	HG01389	CLM	36.35887
HG00551	PUR	HG01177	PUR	14.50361
HG00109	GBR	HG00118	GBR	38.23498
NA19380	LWK	NA19428	LWK	7.566523
HG01944	PEL	HG02147	PEL	5.025513
NA19019	LWK	NA19316	LWK	11.68565
HG00109	GBR	HG00112	GBR	7.46524
NA20899	GIH	NA21088	GIH	20.13227
HG01599	KHV	HG01846	KHV	5.439606
HG01817	CDX	HG02394	CDX	17.77589
HG00731	PUR	HG01191	PUR	8.72921
NA19452	LWK	NA19463	LWK	22.24499
HG02603	PJL	HG03660	PJL	5.605118
HG01060	PUR	HG01161	PUR	22.90175
NA19092	YRI	NA19239	YRI	8.292969
HG00731	PUR	HG01456	CLM	5.492577
HG00345	FIN	HG02508	ACB	5.261002
HG01060	PUR	HG01079	PUR	29.55567
NA19019	LWK	NA19042	LWK	5.621429
HG01813	CDX	HG02186	CDX	12.16871
NA19661	MXL	NA19723	MXL	5.964197
HG01599	KHV	HG02133	KHV	6.2043
HG00551	PUR	HG01286	PUR	37.11137
HG00583	CHS	HG00614	CHS	5.540138
HG03848	STU	HG03886	STU	14.41536
HG00731	PUR	HG01173	PUR	15.52691
HG03848	STU	HG03949	STU	12.64794
HG01131	CLM	HG01369	CLM	24.97175
HG00171	FIN	HG00331	FIN	7.509096
NA20899	GIH	NA21105	GIH	9.701347
NA19019	LWK	NA19431	LWK	16.11891
HG00171	FIN	HG00327	FIN	25.74631
HG02019	KHV	HG02133	KHV	6.988708
HG01281	CLM	HG01357	CLM	22.59172
HG03974	ITU	HG04198	ITU	8.908012
NA19985	ASW	NA20294	ASW	13.99975
HG03974	ITU	HG04209	ITU	6.797012
HG00731	PUR	HG01064	PUR	21.91766
HG01060	PUR	HG01088	PUR	45.57493
NA19716	MXL	NA19723	MXL	10.17213
HG01131	CLM	HG01277	CLM	13.44488
NA19661	MXL	NA19774	MXL	5.03978
HG03615	BEB	HG04183	BEB	5.524933
NA19092	YRI	NA19144	YRI	5.487877
HG01060	PUR	HG01177	PUR	49.51363
HG02667	GWD	HG03048	GWD	11.39091
HG01134	CLM	HG01491	CLM	5.212646
NA19318	LWK	NA19350	LWK	24.62044
HG01389	CLM	HG01456	CLM	5.962463
NA19785	MXL	NA19786	MXL	24.24256
HG02343	ACB	NA19346	LWK	5.897461
NA20514	TSI	NA20795	TSI	31.5676
HG01077	PUR	HG01173	PUR	25.35027
HG01912	ACB	HG02095	ACB	17.28358
HG03687	STU	HG03986	STU	18.09427
HG00551	PUR	HG01162	PUR	22.49314
HG00551	PUR	HG00739	PUR	5.083029
HG02943	ESN	HG03190	ESN	5.524139
HG03687	STU	HG03690	STU	16.86914
HG00173	FIN	HG00266	FIN	33.28359
HG01077	PUR	HG01167	PUR	13.93235
HG00551	PUR	HG01173	PUR	17.69304
HG01167	PUR	HG01403	PUR	5.86446
